Operation,100,500,1000,2000
in,0.02636809,0.06672518,0.07518384,0.19907618
memory_join,0.0254539,0.06469646,0.13816867,0.17686949
optimized_in,0.02477562,0.09335332,0.14649377,0.21874297
range_memory_join,0.01621614,0.0767343,0.08287237,0.17777579
